DriverNumber,Abbreviation_Race,TeamName_Race,Position_Qualifying,GridPosition_Race,Q1,Q2,Q3,Qualifying_AvgLapTime,Race_AvgLapTime,AvgSpeed,MaxSpeed,AvgThrottle,AvgBrake,AvgRPM,MaxRPM,AvgGear,OnTrack%,Qualifying_AirTemp,Qualifying_Humidity,Qualifying_TrackTemp,Race_AirTemp,Race_Humidity,Race_TrackTemp,EventName,EventYear,RacePosition
44,HAM,Mercedes,2.0,2.0,86.818,86.266,85.217,98.27146153846154,92.17921153846153,237.3784135240572,341.0,74.57217165149545,0.13003901170351106,10388.049620253165,12594.0,5.905822784810127,100.0,26.238518518518514,53.268148148148164,41.81296296296292,25.81463414634156,57.08546341463433,43.68380487804859,70th Anniversary Grand Prix,2020,2.0
27,HUL,Racing Point,3.0,3.0,87.279,86.261,86.082,101.56849999999999,93.03738461538462,232.93494897959184,327.0,72.40433673469387,0.14668367346938777,10546.714909200362,13104.0,5.722333701214006,100.0,26.238518518518514,53.268148148148164,41.81296296296292,25.81463414634156,57.08546341463433,43.68380487804859,70th Anniversary Grand Prix,2020,7.0
33,VER,Red Bull Racing,4.0,4.0,87.154,86.779,86.176,95.14742857142858,91.96140384615386,234.28589743589743,331.0,74.79230769230769,0.1358974358974359,10442.623052327057,12283.0,5.82281886007207,100.0,26.238518518518514,53.268148148148164,41.81296296296292,25.81463414634156,57.08546341463433,43.68380487804859,70th Anniversary Grand Prix,2020,1.0
3,RIC,Renault,5.0,5.0,87.442,86.636,86.297,99.484375,93.89498039215687,230.48675914249685,334.0,70.82849936948297,0.12484237074401008,10341.40621357255,12357.0,5.460037504434646,100.0,26.238518518518514,53.268148148148164,41.81296296296292,25.81463414634156,57.08546341463433,43.68380487804859,70th Anniversary Grand Prix,2020,14.0
18,STR,Racing Point,6.0,6.0,87.187,86.674,86.428,95.26590909090909,92.7794423076923,230.90506329113924,324.0,73.85696202531645,0.19873417721518988,10644.37649662944,13113.0,5.683318241271758,100.0,26.238518518518514,53.268148148148164,41.81296296296292,25.81463414634156,57.08546341463433,43.68380487804859,70th Anniversary Grand Prix,2020,6.0
10,GAS,AlphaTauri,7.0,7.0,87.154,86.523,86.534,98.10872727272726,93.31990384615385,232.33928571428572,337.0,74.53188775510205,0.1211734693877551,10706.439181754526,12959.0,5.555516654996499,100.0,26.238518518518514,53.268148148148164,41.81296296296292,25.81463414634156,57.08546341463433,43.68380487804859,70th Anniversary Grand Prix,2020,11.0
16,LEC,Ferrari,8.0,8.0,87.427,86.709,86.614,95.303,92.52465384615385,231.90494296577947,336.0,74.40557667934094,0.1394169835234474,10418.902744148507,12393.0,5.864154560129136,100.0,26.238518518518514,53.268148148148164,41.81296296296292,25.81463414634156,57.08546341463433,43.68380487804859,70th Anniversary Grand Prix,2020,4.0
23,ALB,Red Bull Racing,9.0,9.0,87.153,86.642,86.669,99.27600000000001,92.71421153846154,234.5371794871795,350.0,74.63333333333334,0.14102564102564102,10635.802053966976,12747.0,5.5950463149416025,100.0,26.238518518518514,53.268148148148164,41.81296296296292,25.81463414634156,57.08546341463433,43.68380487804859,70th Anniversary Grand Prix,2020,5.0
4,NOR,McLaren,10.0,10.0,87.217,86.885,86.778,98.36518181818182,93.22186538461538,231.04562737642587,336.0,74.09378960709759,0.14068441064638784,10237.890051569619,12033.0,5.605968056876784,100.0,26.238518518518514,53.268148148148164,41.81296296296292,25.81463414634156,57.08546341463433,43.68380487804859,70th Anniversary Grand Prix,2020,9.0
31,OCO,Renault,11.0,14.0,87.278,87.011,999.0,97.4495,93.20703846153846,231.64213197969542,324.0,74.92766497461929,0.14213197969543148,10308.262443665499,12293.0,5.550826239359038,100.0,26.238518518518514,53.268148148148164,41.81296296296292,25.81463414634156,57.08546341463433,43.68380487804859,70th Anniversary Grand Prix,2020,8.0
5,VET,Ferrari,12.0,11.0,87.612,87.078,999.0,99.11655555555555,93.37236538461539,231.04683544303796,351.0,72.77215189873418,0.1860759493670886,10259.718034589623,12591.0,5.916625012496251,100.0,26.238518518518514,53.268148148148164,41.81296296296292,25.81463414634156,57.08546341463433,43.68380487804859,70th Anniversary Grand Prix,2020,12.0
55,SAI,McLaren,13.0,12.0,87.45,87.083,999.0,99.48675,93.38582692307692,230.9555837563452,338.0,72.85786802030456,0.1484771573604061,10286.201969212316,12243.0,5.554828068772491,100.0,26.238518518518514,53.268148148148164,41.81296296296292,25.81463414634156,57.08546341463433,43.68380487804859,70th Anniversary Grand Prix,2020,13.0
8,GRO,Haas F1 Team,14.0,13.0,87.519,87.254,999.0,100.45018181818182,94.25896078431373,231.02528445006322,339.0,70.98230088495575,0.13400758533501897,10513.710354925026,12826.0,5.687029837936083,100.0,26.238518518518514,53.268148148148164,41.81296296296292,25.81463414634156,57.08546341463433,43.68380487804859,70th Anniversary Grand Prix,2020,16.0
63,RUS,Williams,15.0,15.0,87.757,87.455,999.0,106.469125,94.38998039215687,229.30691823899372,337.0,71.63396226415094,0.15723270440251572,10395.268061507437,12611.0,5.5922359465591125,100.0,26.238518518518514,53.268148148148164,41.81296296296292,25.81463414634156,57.08546341463433,43.68380487804859,70th Anniversary Grand Prix,2020,18.0
26,KVY,AlphaTauri,16.0,16.0,87.882,999.0,999.0,99.13225,93.30119230769232,231.2139240506329,337.0,71.73291139240506,0.1468354430379747,10733.879389694848,13526.0,5.502051025512756,100.0,26.238518518518514,53.268148148148164,41.81296296296292,25.81463414634156,57.08546341463433,43.68380487804859,70th Anniversary Grand Prix,2020,10.0
20,MAG,Haas F1 Team,17.0,17.0,88.236,999.0,999.0,96.697,95.24102325581396,228.88610763454318,326.0,69.729662077597,0.15143929912390489,10440.110037923678,12526.0,5.686537094098128,100.0,26.238518518518514,53.268148148148164,41.81296296296292,25.81463414634156,57.08546341463433,43.68380487804859,70th Anniversary Grand Prix,2020,20.0
6,LAT,Williams,18.0,18.0,88.43,999.0,999.0,103.81575000000001,94.40188235294117,233.40996168582376,342.0,75.49680715197957,0.16602809706257982,10458.14689721228,13108.0,5.545344558148914,100.0,26.238518518518514,53.268148148148164,41.81296296296292,25.81463414634156,57.08546341463433,43.68380487804859,70th Anniversary Grand Prix,2020,19.0
99,GIO,Alfa Romeo Racing,19.0,19.0,88.433,999.0,999.0,104.207,94.3726862745098,228.54145728643215,331.0,73.94472361809045,0.17587939698492464,10492.167515506026,12795.0,5.681357470626796,100.0,26.238518518518514,53.268148148148164,41.81296296296292,25.81463414634156,57.08546341463433,43.68380487804859,70th Anniversary Grand Prix,2020,17.0
7,RAI,Alfa Romeo Racing,20.0,20.0,88.493,999.0,999.0,102.7595,94.21641176470588,228.64491844416563,338.0,73.56085319949811,0.1606022584692597,10369.312035961411,12708.0,5.780241426334664,100.0,26.238518518518514,53.268148148148164,41.81296296296292,25.81463414634156,57.08546341463433,43.68380487804859,70th Anniversary Grand Prix,2020,15.0
44,HAM,Mercedes,1.0,1.0,76.872,76.013,75.584,85.93777777777778,83.41331818181817,208.54597701149424,331.0,68.82902298850574,0.1882183908045977,9976.81870363829,12547.0,5.26783821971035,100.0,30.725769230769224,55.828076923076885,48.9930769230769,29.851412872841372,56.4135007849292,47.35824175824159,Spanish Grand Prix,2020,1.0
77,BOT,Mercedes,2.0,2.0,77.243,76.152,75.643,89.106,84.09137878787878,212.74633431085044,338.0,72.34310850439883,0.17302052785923755,10144.151578855166,12750.0,5.069110497963474,100.0,30.725769230769224,55.828076923076885,48.9930769230769,29.851412872841372,56.4135007849292,47.35824175824159,Spanish Grand Prix,2020,3.0
33,VER,Red Bull Racing,3.0,3.0,77.213,76.518,76.292,90.16277777777778,83.77963636363637,204.26977401129943,325.0,65.78531073446328,0.1638418079096045,10011.75887990153,12516.0,5.139440829963074,100.0,30.725769230769224,55.828076923076885,48.9930769230769,29.851412872841372,56.4135007849292,47.35824175824159,Spanish Grand Prix,2020,2.0
11,PER,Racing Point,4.0,4.0,77.117,76.936,76.482,88.74588888888889,84.99175384615384,200.4281729428173,340.0,61.743375174337515,0.21199442119944212,10005.742992915915,13172.0,5.069476833722005,100.0,30.725769230769224,55.828076923076885,48.9930769230769,29.851412872841372,56.4135007849292,47.35824175824159,Spanish Grand Prix,2020,5.0
18,STR,Racing Point,5.0,5.0,77.316,76.666,76.589,84.84566666666666,85.02652307692308,202.00700280112045,339.0,63.675070028011206,0.20588235294117646,10187.986365835422,13159.0,4.972115934380085,100.0,30.725769230769224,55.828076923076885,48.9930769230769,29.851412872841372,56.4135007849292,47.35824175824159,Spanish Grand Prix,2020,4.0
23,ALB,Red Bull Racing,6.0,6.0,77.419,77.163,77.029,89.8809090909091,85.30781538461538,202.65266106442576,334.0,63.99579831932773,0.16246498599439776,10118.50810976679,12565.0,4.935428721725407,100.0,30.725769230769224,55.828076923076885,48.9930769230769,29.851412872841372,56.4135007849292,47.35824175824159,Spanish Grand Prix,2020,8.0
55,SAI,McLaren,7.0,7.0,77.438,76.876,77.044,88.34349999999999,85.093,203.09831460674158,348.0,65.61235955056179,0.18258426966292135,9851.664586446339,12085.0,4.903357651401952,100.0,30.725769230769224,55.828076923076885,48.9930769230769,29.851412872841372,56.4135007849292,47.35824175824159,Spanish Grand Prix,2020,6.0
4,NOR,McLaren,8.0,8.0,77.577,77.166,77.084,87.71281818181818,85.32544615384616,201.45264623955433,340.0,65.9108635097493,0.21030640668523676,9898.132269798834,11978.0,4.871017223999649,100.0,30.725769230769224,55.828076923076885,48.9930769230769,29.851412872841372,56.4135007849292,47.35824175824159,Spanish Grand Prix,2020,10.0
16,LEC,Ferrari,9.0,9.0,77.256,76.953,77.087,87.44081818181819,87.67463157894737,197.74657534246575,341.0,62.21506849315068,0.21095890410958903,9843.882104034436,12650.0,5.012694243817028,100.0,30.725769230769224,55.828076923076885,48.9930769230769,29.851412872841372,56.4135007849292,47.35824175824159,Spanish Grand Prix,2020,20.0
10,GAS,AlphaTauri,10.0,10.0,77.356,76.8,77.136,90.05836363636364,85.31687692307692,201.12378303198886,340.0,65.24756606397774,0.17246175243393602,10288.30523778216,12825.0,4.864475126013588,100.0,30.725769230769224,55.828076923076885,48.9930769230769,29.851412872841372,56.4135007849292,47.35824175824159,Spanish Grand Prix,2020,9.0
5,VET,Ferrari,11.0,11.0,77.573,77.168,999.0,88.59525,85.28943076923078,201.08055555555555,330.0,67.61805555555556,0.18194444444444444,9939.543605033543,12800.0,5.189941684570527,100.0,30.725769230769224,55.828076923076885,48.9930769230769,29.851412872841372,56.4135007849292,47.35824175824159,Spanish Grand Prix,2020,7.0
26,KVY,AlphaTauri,12.0,12.0,77.676,77.192,999.0,88.529875,85.35381538461537,201.9608938547486,343.0,66.40083798882682,0.16759776536312848,10466.70070977918,12971.0,4.742639327024185,100.0,30.725769230769224,55.828076923076885,48.9930769230769,29.851412872841372,56.4135007849292,47.35824175824159,Spanish Grand Prix,2020,12.0
3,RIC,Renault,13.0,13.0,77.667,77.198,999.0,91.997125,85.34069230769231,201.73221757322176,336.0,66.66806136680614,0.16317991631799164,10110.709127557951,12422.0,4.737653915253494,100.0,30.725769230769224,55.828076923076885,48.9930769230769,29.851412872841372,56.4135007849292,47.35824175824159,Spanish Grand Prix,2020,11.0
7,RAI,Alfa Romeo Racing,14.0,14.0,77.797,77.386,999.0,91.4085,85.64126153846153,203.15568022440394,339.0,67.61430575035062,0.19775596072931276,10254.98196585302,12901.0,4.917689183878434,100.0,30.725769230769224,55.828076923076885,48.9930769230769,29.851412872841372,56.4135007849292,47.35824175824159,Spanish Grand Prix,2020,14.0
31,OCO,Renault,15.0,15.0,77.765,77.567,999.0,88.733125,85.55703076923078,202.29986052998606,334.0,68.20223152022315,0.17154811715481172,9852.17212290747,12132.0,4.8521351457668604,100.0,30.725769230769224,55.828076923076885,48.9930769230769,29.851412872841372,56.4135007849292,47.35824175824159,Spanish Grand Prix,2020,13.0
20,MAG,Haas F1 Team,16.0,16.0,77.908,999.0,999.0,88.40575,85.75953846153845,199.54344827586206,333.0,61.94758620689655,0.1986206896551724,10115.849212924606,12812.0,5.051323420398552,100.0,30.725769230769224,55.828076923076885,48.9930769230769,29.851412872841372,56.4135007849292,47.35824175824159,Spanish Grand Prix,2020,15.0
8,GRO,Haas F1 Team,17.0,17.0,78.089,999.0,999.0,88.38974999999999,86.4835625,207.12732474964236,328.0,67.58512160228898,0.17024320457796852,10130.967237593324,12761.0,4.976723759332455,100.0,30.725769230769224,55.828076923076885,48.9930769230769,29.851412872841372,56.4135007849292,47.35824175824159,Spanish Grand Prix,2020,19.0
63,RUS,Williams,18.0,18.0,78.099,999.0,999.0,89.2595,85.91778461538462,201.6522346368715,338.0,67.06145251396649,0.16759776536312848,9979.902411421606,12481.0,4.926090363019065,100.0,30.725769230769224,55.828076923076885,48.9930769230769,29.851412872841372,56.4135007849292,47.35824175824159,Spanish Grand Prix,2020,17.0
6,LAT,Williams,19.0,19.0,78.532,999.0,999.0,95.5865,86.051515625,202.19887955182074,335.0,65.09243697478992,0.21988795518207283,10091.596680937459,12823.0,4.832193141192567,100.0,30.725769230769224,55.828076923076885,48.9930769230769,29.851412872841372,56.4135007849292,47.35824175824159,Spanish Grand Prix,2020,18.0
99,GIO,Alfa Romeo Racing,20.0,20.0,78.697,999.0,999.0,91.8455,85.77029230769232,203.8806179775281,341.0,68.99578651685393,0.1853932584269663,10326.75910180946,12987.0,4.868018312622629,100.0,30.725769230769224,55.828076923076885,48.9930769230769,29.851412872841372,56.4135007849292,47.35824175824159,Spanish Grand Prix,2020,16.0
44,HAM,Mercedes,1.0,1.0,102.323,102.014,101.252,114.75466666666665,109.02304999999998,232.71641791044777,317.0,74.41684434968018,0.12473347547974413,10032.051470235525,12347.0,5.794982491485586,100.0,16.48148148148152,62.42510288065842,24.547325102880656,18.785565669700894,53.722496749024685,29.86710013003899,Belgian Grand Prix,2020,1.0
77,BOT,Mercedes,2.0,2.0,102.534,102.126,101.763,113.67766666666665,109.27404999999999,231.75799573560766,328.0,74.90618336886993,0.13432835820895522,10272.022125377138,13108.0,5.605334993534792,100.0,16.48148148148152,62.42510288065842,24.547325102880656,18.785565669700894,53.722496749024685,29.86710013003899,Belgian Grand Prix,2020,2.0
33,VER,Red Bull Racing,3.0,3.0,103.197,102.473,101.778,112.43430000000001,109.54572499999999,231.1009564293305,325.0,71.54303931987248,0.13071200850159406,10306.238641798183,12819.0,5.541989478718317,100.0,16.48148148148152,62.42510288065842,24.547325102880656,18.785565669700894,53.722496749024685,29.86710013003899,Belgian Grand Prix,2020,3.0
3,RIC,Renault,4.0,4.0,103.309,102.487,102.061,118.34733333333332,109.78614999999999,233.47700534759358,346.0,74.02352941176471,0.11336898395721925,10242.866571087216,12407.0,5.33352449223417,100.0,16.48148148148152,62.42510288065842,24.547325102880656,18.785565669700894,53.722496749024685,29.86710013003899,Belgian Grand Prix,2020,4.0
23,ALB,Red Bull Racing,5.0,5.0,103.418,102.193,102.264,114.6935,110.4757,229.85306553911204,343.0,71.47568710359408,0.1522198731501057,10474.046946347033,12840.0,5.383323820395738,100.0,16.48148148148152,62.42510288065842,24.547325102880656,18.785565669700894,53.722496749024685,29.86710013003899,Belgian Grand Prix,2020,6.0
31,OCO,Renault,6.0,6.0,103.505,102.534,102.396,115.18733333333333,110.380775,231.21822033898306,350.0,71.96504237288136,0.15360169491525424,10056.569212467286,12296.0,5.394337378063288,100.0,16.48148148148152,62.42510288065842,24.547325102880656,18.785565669700894,53.722496749024685,29.86710013003899,Belgian Grand Prix,2020,5.0
55,SAI,McLaren,7.0,7.0,103.322,102.478,102.438,118.35288888888888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.48148148148152,62.42510288065842,24.547325102880656,18.785565669700894,53.722496749024685,29.86710013003899,Belgian Grand Prix,2020,20.0
11,PER,Racing Point,8.0,8.0,103.349,102.67,102.532,120.0755,110.98085,231.05549510337323,350.0,71.03808487486398,0.13275299238302501,10353.397825983766,13136.0,5.459818673755162,100.0,16.48148148148152,62.42510288065842,24.547325102880656,18.785565669700894,53.722496749024685,29.86710013003899,Belgian Grand Prix,2020,10.0
18,STR,Racing Point,9.0,9.0,103.265,102.491,102.603,118.0999,110.8028,229.17560462670872,346.0,69.6235541535226,0.15247108307045215,10381.4140517446,12969.0,5.450890102065037,100.0,16.48148148148152,62.42510288065842,24.547325102880656,18.785565669700894,53.722496749024685,29.86710013003899,Belgian Grand Prix,2020,9.0
4,NOR,McLaren,10.0,10.0,103.514,102.722,102.657,114.61044444444444,110.8106,230.5540254237288,351.0,72.10487288135593,0.15254237288135594,10022.657742058209,12304.0,5.420296747194217,100.0,16.48148148148152,62.42510288065842,24.547325102880656,18.785565669700894,53.722496749024685,29.86710013003899,Belgian Grand Prix,2020,7.0
26,KVY,AlphaTauri,11.0,11.0,103.267,102.73,999.0,117.41099999999999,111.536825,228.0083769633508,350.0,71.39267015706807,0.13926701570680627,10545.25780658592,12903.0,5.2937641937925815,100.0,16.48148148148152,62.42510288065842,24.547325102880656,18.785565669700894,53.722496749024685,29.86710013003899,Belgian Grand Prix,2020,11.0
10,GAS,AlphaTauri,12.0,12.0,103.262,102.745,999.0,119.47625000000001,110.78865,231.93923240938167,351.0,73.32196162046908,0.12366737739872068,10582.664448985412,12952.0,5.320724231335836,100.0,16.48148148148152,62.42510288065842,24.547325102880656,18.785565669700894,53.722496749024685,29.86710013003899,Belgian Grand Prix,2020,8.0
16,LEC,Ferrari,13.0,13.0,103.656,102.996,999.0,114.54657142857143,111.75562500000001,232.49199573105656,362.0,75.4034151547492,0.14300960512273211,10097.913633355394,13026.0,5.6343481138319,100.0,16.48148148148152,62.42510288065842,24.547325102880656,18.785565669700894,53.722496749024685,29.86710013003899,Belgian Grand Prix,2020,14.0
5,VET,Ferrari,14.0,14.0,103.567,103.261,999.0,118.8935,111.7055,228.02818371607515,346.0,72.9446764091858,0.1430062630480167,9998.078447134481,12604.0,5.7230943824475125,100.0,16.48148148148152,62.42510288065842,24.547325102880656,18.785565669700894,53.722496749024685,29.86710013003899,Belgian Grand Prix,2020,13.0
63,RUS,Williams,15.0,15.0,103.63,103.468,999.0,118.46571428571428,113.97533333333334,223.4454732510288,346.0,71.01543209876543,0.14814814814814814,10363.261440770746,12612.0,5.532953798992774,100.0,16.48148148148152,62.42510288065842,24.547325102880656,18.785565669700894,53.722496749024685,29.86710013003899,Belgian Grand Prix,2020,19.0
7,RAI,Alfa Romeo Racing,16.0,16.0,103.743,999.0,999.0,117.75125,111.824,228.02510460251045,346.0,70.81589958158996,0.15690376569037656,10222.872197521521,12896.0,5.556002270362312,100.0,16.48148148148152,62.42510288065842,24.547325102880656,18.785565669700894,53.722496749024685,29.86710013003899,Belgian Grand Prix,2020,12.0
8,GRO,Haas F1 Team,17.0,17.0,103.838,999.0,999.0,114.54699999999998,112.98319512195121,227.82463465553235,351.0,70.01774530271399,0.12943632567849686,10251.78589991967,12758.0,5.566082313471625,100.0,16.48148148148152,62.42510288065842,24.547325102880656,18.785565669700894,53.722496749024685,29.86710013003899,Belgian Grand Prix,2020,15.0
99,GIO,Alfa Romeo Racing,18.0,18.0,103.95,999.0,999.0,112.06099999999999,113.72800000000001,224.04717948717948,345.0,70.97025641025641,0.15384615384615385,10390.146528998243,12701.0,5.651142355008787,100.0,16.48148148148152,62.42510288065842,24.547325102880656,18.785565669700894,53.722496749024685,29.86710013003899,Belgian Grand Prix,2020,18.0
6,LAT,Williams,19.0,19.0,104.138,999.0,999.0,120.67025000000001,113.85107142857143,231.8807241746539,344.0,75.86794462193824,0.16719914802981894,10157.907643613,13196.0,5.492724867724868,100.0,16.48148148148152,62.42510288065842,24.547325102880656,18.785565669700894,53.722496749024685,29.86710013003899,Belgian Grand Prix,2020,16.0
20,MAG,Haas F1 Team,20.0,20.0,104.314,999.0,999.0,117.89320000000001,114.04873809523808,232.6531914893617,345.0,72.97340425531915,0.11702127659574468,10259.52929245283,12897.0,5.560188679245283,100.0,16.48148148148152,62.42510288065842,24.547325102880656,18.785565669700894,53.722496749024685,29.86710013003899,Belgian Grand Prix,2020,17.0
44,HAM,Mercedes,1.0,1.0,79.514,79.092,78.887,93.23625,88.97278,250.93045897079276,363.0,76.07371349095966,0.1376912378303199,7759.715950528175,13049.0,4.528889891357467,100.0,29.198591549295735,43.78133802816897,45.38274647887325,28.171274298056154,40.10464362850974,40.41468682505407,Italian Grand Prix,2020,7.0
77,BOT,Mercedes,2.0,2.0,79.786,78.952,78.956,91.74118181818181,89.86856862745098,247.20246238030097,361.0,73.87140902872777,0.16963064295485636,7964.373282126586,13362.0,4.415602997100795,100.0,29.198591549295735,43.78133802816897,45.38274647887325,28.171274298056154,40.10464362850974,40.41468682505407,Italian Grand Prix,2020,5.0
55,SAI,McLaren,3.0,3.0,80.099,79.705,79.695,91.38,89.7351568627451,247.49245541838135,351.0,78.6721536351166,0.13854595336076816,8193.428329124421,12288.0,4.46081941879311,100.0,29.198591549295735,43.78133802816897,45.38274647887325,28.171274298056154,40.10464362850974,40.41468682505407,Italian Grand Prix,2020,2.0
11,PER,Racing Point,4.0,4.0,80.048,79.718,79.72,90.67554545454546,90.08450980392158,246.4211956521739,363.0,76.09239130434783,0.13722826086956522,8228.031585668145,13145.0,4.309509501990536,100.0,29.198591549295735,43.78133802816897,45.38274647887325,28.171274298056154,40.10464362850974,40.41468682505407,Italian Grand Prix,2020,10.0
33,VER,Red Bull Racing,5.0,5.0,80.193,79.78,79.795,90.20263636363637,94.47139285714286,242.39112903225808,352.0,72.81854838709677,0.14516129032258066,7179.087665482725,12811.0,3.4225056506296414,100.0,29.198591549295735,43.78133802816897,45.38274647887325,28.171274298056154,40.10464362850974,40.41468682505407,Italian Grand Prix,2020,17.0
4,NOR,McLaren,6.0,6.0,80.344,79.962,79.82,91.88727272727273,89.87601960784313,246.10626702997274,358.0,77.68392370572207,0.12670299727520437,8167.96689764254,12463.0,4.680537772087068,100.0,29.198591549295735,43.78133802816897,45.38274647887325,28.171274298056154,40.10464362850974,40.41468682505407,Italian Grand Prix,2020,4.0
3,RIC,Renault,7.0,7.0,80.548,80.031,79.864,93.24133333333333,89.84770588235294,247.25854993160056,357.0,75.2859097127223,0.12859097127222982,7916.454148471616,12452.0,4.201475681373287,100.0,29.198591549295735,43.78133802816897,45.38274647887325,28.171274298056154,40.10464362850974,40.41468682505407,Italian Grand Prix,2020,6.0
18,STR,Racing Point,8.0,8.0,80.4,79.924,80.049,90.72016666666667,89.92294117647059,247.84952120383036,356.0,79.07113543091656,0.1354309165526676,8147.252571299401,12964.0,4.288362280073843,100.0,29.198591549295735,43.78133802816897,45.38274647887325,28.171274298056154,40.10464362850974,40.41468682505407,Italian Grand Prix,2020,3.0
23,ALB,Red Bull Racing,9.0,9.0,81.104,80.064,80.09,92.56524999999999,90.32690196078431,244.6059379217274,362.0,70.95546558704453,0.1632928475033738,8346.682181000562,13058.0,4.234288926363125,100.0,29.198591549295735,43.78133802816897,45.38274647887325,28.171274298056154,40.10464362850974,40.41468682505407,Italian Grand Prix,2020,15.0
10,GAS,AlphaTauri,10.0,10.0,80.145,79.909,80.177,91.6719230769231,89.82058823529412,247.50205198358412,352.0,79.27086183310533,0.09575923392612859,8174.766067322553,12763.0,4.272908892155754,100.0,29.198591549295735,43.78133802816897,45.38274647887325,28.171274298056154,40.10464362850974,40.41468682505407,Italian Grand Prix,2020,1.0
26,KVY,AlphaTauri,11.0,11.0,80.307,80.169,999.0,91.8573,90.08250980392157,245.4625850340136,362.0,76.30884353741497,0.1306122448979592,8321.225339944407,13042.0,4.225640447749981,100.0,29.198591549295735,43.78133802816897,45.38274647887325,28.171274298056154,40.10464362850974,40.41468682505407,Italian Grand Prix,2020,9.0
31,OCO,Renault,12.0,12.0,80.747,80.234,999.0,93.12075,90.01282352941176,246.1891156462585,357.0,79.04217687074829,0.13333333333333333,7772.3712181005,12445.0,4.297252602698538,100.0,29.198591549295735,43.78133802816897,45.38274647887325,28.171274298056154,40.10464362850974,40.41468682505407,Italian Grand Prix,2020,8.0
16,LEC,Ferrari,13.0,13.0,80.443,80.273,999.0,95.8977,92.50773913043477,241.82837837837837,353.0,77.73648648648648,0.1472972972972973,7061.695267381685,12668.0,5.884347108677717,100.0,29.198591549295735,43.78133802816897,45.38274647887325,28.171274298056154,40.10464362850974,40.41468682505407,Italian Grand Prix,2020,18.0
7,RAI,Alfa Romeo Racing,14.0,14.0,81.01,80.926,999.0,92.28433333333334,90.5279019607843,245.48513513513512,347.0,77.22837837837838,0.1554054054054054,7966.5297976012,12815.0,4.407496251874063,100.0,29.198591549295735,43.78133802816897,45.38274647887325,28.171274298056154,40.10464362850974,40.41468682505407,Italian Grand Prix,2020,13.0
20,MAG,Haas F1 Team,15.0,15.0,80.869,81.573,999.0,91.8651111111111,89.16776470588236,242.55495978552278,338.0,77.02278820375335,0.13136729222520108,8876.901171020461,12515.0,6.385149916355681,100.0,29.198591549295735,43.78133802816897,45.38274647887325,28.171274298056154,40.10464362850974,40.41468682505407,Italian Grand Prix,2020,19.0
8,GRO,Haas F1 Team,16.0,16.0,81.139,999.0,999.0,90.01259999999999,90.26266666666666,245.36129905277403,352.0,74.9702300405954,0.13667117726657646,8034.09004348478,12798.0,4.363172889488679,100.0,29.198591549295735,43.78133802816897,45.38274647887325,28.171274298056154,40.10464362850974,40.41468682505407,Italian Grand Prix,2020,12.0
5,VET,Ferrari,17.0,17.0,81.151,999.0,999.0,90.601,98.14166666666667,238.53571428571428,347.0,76.41534391534391,0.164021164021164,9981.17538081515,12480.0,5.508027995059695,100.0,29.198591549295735,43.78133802816897,45.38274647887325,28.171274298056154,40.10464362850974,40.41468682505407,Italian Grand Prix,2020,20.0
99,GIO,Alfa Romeo Racing,18.0,18.0,81.206,999.0,999.0,91.78733333333334,90.88286274509804,245.1945945945946,350.0,79.11486486486487,0.12432432432432433,7968.13745935643,12947.0,4.364764360728034,100.0,29.198591549295735,43.78133802816897,45.38274647887325,28.171274298056154,40.10464362850974,40.41468682505407,Italian Grand Prix,2020,16.0
63,RUS,Williams,19.0,19.0,81.587,999.0,999.0,90.176,90.32382352941177,246.0612244897959,357.0,75.45850340136055,0.1469387755102041,7983.256999362842,12844.0,4.323301225591245,100.0,29.198591549295735,43.78133802816897,45.38274647887325,28.171274298056154,40.10464362850974,40.41468682505407,Italian Grand Prix,2020,14.0
6,LAT,Williams,20.0,20.0,81.717,999.0,999.0,92.37966666666667,90.33037254901961,244.13513513513513,352.0,76.63108108108108,0.13378378378378378,8015.681467036676,13404.0,4.317632940823521,100.0,29.198591549295735,43.78133802816897,45.38274647887325,28.171274298056154,40.10464362850974,40.41468682505407,Italian Grand Prix,2020,11.0
44,HAM,Mercedes,1.0,1.0,75.778,75.309,75.144,102.21075,89.82703636363637,238.79591836734693,300.0,79.72740524781341,0.11370262390670553,6822.412860490006,13010.0,3.4762662347053888,100.0,29.35690376569032,40.480753138075364,45.01422594142252,30.153689567430014,40.19033078880407,42.637659033078876,Tuscan Grand Prix,2020,1.0
77,BOT,Mercedes,2.0,2.0,75.749,75.322,75.203,111.301,90.09256363636364,236.7772861356932,318.0,77.48082595870207,0.15339233038348082,6925.308721921887,12622.0,3.3988320661443727,100.0,29.35690376569032,40.480753138075364,45.01422594142252,30.153689567430014,40.19033078880407,42.637659033078876,Tuscan Grand Prix,2020,2.0
33,VER,Red Bull Racing,3.0,3.0,76.335,75.471,75.509,98.91975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.35690376569032,40.480753138075364,45.01422594142252,30.153689567430014,40.19033078880407,42.637659033078876,Tuscan Grand Prix,2020,19.0
